景区名称,景区链接,地址,点评数,评分
张氏宗祠,https://you.ctrip.com/sight/xingancounty722/145613369.html?scene=online,广西壮族自治区桂林市兴安县,错误,错误
龙王庙,https://you.ctrip.com/sight/xingancounty722/145613456.html?scene=online,广西壮族自治区桂林市兴安县灵渠景区龙王庙,1,错误
风水树,https://you.ctrip.com/sight/longsheng1445120/145613505.html?scene=online,桂林市龙胜各族自治县552乡道321国道路口附近龙脊梯田风景名胜区内,错误,错误
竹韵亭,https://you.ctrip.com/sight/guilin28/145613755.html?scene=online,中庸乡桂林红溪森林瀑布景区,错误,错误
大凸,https://you.ctrip.com/sight/xingancounty722/145614848.html?scene=online,桂林市兴安县,错误,错误
射箭场,https://you.ctrip.com/sight/guilin28/145618639.html?scene=online,桂林市雁山区LE'BONNY桂林乐贝民宿东南侧约90米,错误,错误
七星花园牡丹苑,https://you.ctrip.com/sight/guilin28/145618662.html?scene=online,桂林市七星区穿山东路七星花园,错误,错误
有野城市露营,https://you.ctrip.com/sight/guilin28/145620160.html?scene=online,桂林市七星区环城南一路一机小区南侧约160米,错误,错误
绣幕牵丝,https://you.ctrip.com/sight/lingchuan3064/145621232.html?scene=online,桂林市灵川县大圩镇古龙村漓江古东景区内,错误,错误
魁星,https://you.ctrip.com/sight/guilin28/145621335.html?scene=online,桂林市七星区七星路1号七星公园内普陀山腹七星景区内,错误,错误
栈道,https://you.ctrip.com/sight/yangshuo702/145621336.html?scene=online,桂林市阳朔县城内碧莲峰东麓阳朔文化古迹山水园内,错误,错误
五里圩文化室,https://you.ctrip.com/sight/guilin28/145621344.html?scene=online,桂林市秀峰区甲山街道五里圩192号,错误,错误
广西师范大学离退休人员活动中心,https://you.ctrip.com/sight/guilin28/145621347.html?scene=online,王府东路靖江王府,2,错误
玉行天下·玉石博物馆,https://you.ctrip.com/sight/guilin28/145621350.html?scene=online,桂林市象山区,2,错误
雄鹰展翅,https://you.ctrip.com/sight/guilin28/145621358.html?scene=online,桂林市雁山区草坪回族自治乡漓江景区漓江冠岩景区内,错误,错误
桂林理工大学(雁山校区)-新体育馆,https://you.ctrip.com/sight/guilin28/145621374.html?scene=online,广西壮族自治区桂林市雁山区雁山街319号,错误,错误
大峡谷急流泛舟,https://you.ctrip.com/sight/xingancounty722/145623157.html?scene=online,桂林市兴安县志玲路桂林乐满地主题乐园内,错误,错误
水碓房,https://you.ctrip.com/sight/longsheng1445120/145623164.html?scene=online,桂林市龙胜各族自治县552乡道321国道路口附近龙脊梯田风景名胜区龙脊古壮寨梯田观景区内,40,错误
感恩碑记,https://you.ctrip.com/sight/guilin28/145623443.html?scene=online,桂林市临桂区321国道旁义江缘景区内,错误,错误
深林奇境生态园,https://you.ctrip.com/sight/lingchuan3064/145623474.html?scene=online,桂林市灵川县灵川镇灵宝小学西北侧约300米,2,错误
竹海神怡,https://you.ctrip.com/sight/xingancounty722/145624485.html?scene=online,华江瑶族乡龙塘江村18号老山界龙潭江景区,错误,错误
仙人石,https://you.ctrip.com/sight/xingancounty722/145624502.html?scene=online,桂林市兴安县,错误,错误
景观门楼,https://you.ctrip.com/sight/xingancounty722/145624505.html?scene=online,华江瑶族乡龙塘江村18号老山界龙潭江景区,错误,错误
书家,https://you.ctrip.com/sight/yangshuo702/145628279.html?scene=online,桂林市阳朔县城内碧莲峰东麓阳朔文化古迹山水园内,错误,错误
辅星山,https://you.ctrip.com/sight/guilin28/145628296.html?scene=online,桂林市七星区七星路1号七星景区内,4,错误
桂林猛犸篮球俱乐部,https://you.ctrip.com/sight/guilin28/145628299.html?scene=online,广西壮族自治区桂林市象山区茶店路润鸿·水尚东北侧约230米,错误,错误
壁书,https://you.ctrip.com/sight/guilin28/145629761.html?scene=online,广西省桂林市秀峰区芦笛路1号芦笛景区内,错误,错误
桂林象山区中山南路90号彩虹之野俱乐部,https://you.ctrip.com/sight/guilin28/145629782.html?scene=online,广西壮族自治区桂林市象山区中山南路90-9号,错误,错误
桂林会仙湿地公园中心保护站,https://you.ctrip.com/sight/guilin28/145630921.html?scene=online,广西壮族自治区桂林市临桂区,10,错误
桂林医学院(临桂校区)-旧排球场,https://you.ctrip.com/sight/guilin28/145630954.html?scene=online,广西壮族自治区桂林市临桂区桂林医学院(临桂校区),错误,错误
神龟饮涧,https://you.ctrip.com/sight/lingchuan3064/145631071.html?scene=online,桂林市灵川县大圩镇古龙村漓江古东景区内,错误,错误
鉴真纪念馆,https://you.ctrip.com/sight/yangshuo702/145631144.html?scene=online,桂林市阳朔县城内碧莲峰东麓阳朔文化古迹山水园内,错误,错误
纪忠亭,https://you.ctrip.com/sight/guilin28/145631154.html?scene=online,桂林市七星区七星路1号七星景区内,2,错误
平山北村文化中心,https://you.ctrip.com/sight/guilin28/145631157.html?scene=online,广西壮族自治区桂林市象山区X091(奇峰路),3,错误
师古山馆文化艺术中心,https://you.ctrip.com/sight/guilin28/145631163.html?scene=online,桂林市七星区骖鸾路45号,错误,错误
菲林音乐球房,https://you.ctrip.com/sight/guilin28/145631164.html?scene=online,广西壮族自治区桂林市象山区瓦窑路40号,错误,错误
桃禧SPA(桂林吾悦广场店),https://you.ctrip.com/sight/guilin28/145631183.html?scene=online,凤凰路悦桂坊二楼3-360,错误,错误
跳跃喷泉,https://you.ctrip.com/sight/xingancounty722/145632992.html?scene=online,桂林市兴安县志玲路桂林乐满地度假世界内,错误,错误
观景楼,https://you.ctrip.com/sight/guilin28/145633263.html?scene=online,桂林市临桂区321国道旁义江缘景区内,32,错误
体适能素质馆,https://you.ctrip.com/sight/lingchuan3064/145633305.html?scene=online,广西壮族自治区桂林市灵川县灵北路11号,错误,错误
雷祖庙,https://you.ctrip.com/sight/lingchuan3064/145633306.html?scene=online,桂林市灵川县八里五路三金庄园东北侧约220米,错误,错误
曹鄴旧居遗址,https://you.ctrip.com/sight/yangshuo702/145638199.html?scene=online,广西壮族自治区桂林市阳朔县县前街1号,错误,错误
张家里村足球场,https://you.ctrip.com/sight/guilin28/145638206.html?scene=online,桂林市秀峰区桂林和舍度假酒店南侧约180米,错误,错误
灵芝潭,https://you.ctrip.com/sight/yongfu1445352/145640766.html?scene=online,广西壮族自治区桂林市永福县金钟山旅游度假区内,错误,错误
豹子山,https://you.ctrip.com/sight/gongcheng1446252/145640803.html?scene=online,桂林市恭城瑶族自治县,错误,错误
甑皮岩陈列馆,https://you.ctrip.com/sight/guilin28/145640940.html?scene=online,桂林市象山区万福安居小区东侧约90米,错误,错误
启源沙场,https://you.ctrip.com/sight/guilin28/145640941.html?scene=online,桂林市临桂区凤凰路三祺澜湖国际北侧约190米,错误,错误
莫家村文化室,https://you.ctrip.com/sight/guilin28/145640948.html?scene=online,广西壮族自治区桂林市叠彩区S2201(桂林绕城高速),错误,错误
铁索吊桥,https://you.ctrip.com/sight/guilin28/145640950.html?scene=online,桂林市雁山区草坪回族自治乡漓江景区漓江冠岩景区内,860,错误
甲漓水,https://you.ctrip.com/sight/guilin28/145640973.html?scene=online,桂林市雁山区大埠乡愚自乐园内,错误,错误
灵川县革命传统教育基地,https://you.ctrip.com/sight/lingchuan3064/145643051.html?scene=online,桂林市灵川县,错误,错误
原始森林,https://you.ctrip.com/sight/yongfu1445352/145647904.html?scene=online,桂林市永福县罗锦镇金钟山旅游度假区内,错误,错误
迷你俱乐部-游戏场,https://you.ctrip.com/sight/guilin28/145647909.html?scene=online,桂林市雁山区桂林愚自乐园,错误,错误
烟雨湖,https://you.ctrip.com/sight/guilin28/145647925.html?scene=online,桂林市七星区穿山路8号訾洲岛景区内,错误,错误
冶金部桂林度假村,https://you.ctrip.com/sight/guilin28/145649466.html?scene=online,广西壮族自治区桂林市叠彩区清秀路2号,错误,错误
桂林医学院(临桂校区)-旧足球场,https://you.ctrip.com/sight/guilin28/145650499.html?scene=online,桂林市临桂区泰安路桂林医学院(临桂校区),错误,错误
城隍庙,https://you.ctrip.com/sight/yongfu1445352/145650501.html?scene=online,广西壮族自治区桂林市永福县罗锦镇岭桥村小岭头屯,3,错误
洛清江,https://you.ctrip.com/sight/yongfu1445352/145650519.html?scene=online,广西壮族自治区桂林市永福县洛清江(桂柳高速公路北300米),1,错误
钟毅墓,https://you.ctrip.com/sight/guilin28/145650688.html?scene=online,广西壮族自治区桂林市叠彩区,错误,错误
明盟台球俱乐部,https://you.ctrip.com/sight/guilin28/145650707.html?scene=online,广西壮族自治区桂林市秀峰区翠竹路19号啤酒厂红绿灯旁桂响饭店,错误,错误
芭比兔儿童主题乐园(棠棣之华店),https://you.ctrip.com/sight/guilin28/145650710.html?scene=online,棠棣之华38栋-1-07号,错误,错误
漫威台球,https://you.ctrip.com/sight/guilin28/145650712.html?scene=online,广西壮族自治区桂林市临桂区S306,错误,错误
象山景区-亲水区,https://you.ctrip.com/sight/guilin28/145650713.html?scene=online,桂林市象山区民主路1号象山景区内,5,错误
天琴,https://you.ctrip.com/sight/yangshuo702/145650714.html?scene=online,桂林市阳朔县白沙镇五里店桂阳公路世外桃源内,23,错误
长寿梯,https://you.ctrip.com/sight/guilin28/145650722.html?scene=online,桂林市雁山区草坪回族自治乡漓江景区漓江冠岩景区内,错误,错误
迷你球场,https://you.ctrip.com/sight/guilin28/145650735.html?scene=online,桂林市雁山区大埠乡愚自乐园内,错误,错误
神兽羊驼体验馆(桂林吾悦广场店),https://you.ctrip.com/sight/guilin28/145650755.html?scene=online,广西壮族自治区桂林市临桂区临桂大道9号桂林吾悦广场F4,错误,错误
阳朔县图书馆文化馆兴坪镇分馆,https://you.ctrip.com/sight/yangshuo702/145650770.html?scene=online,桂林市阳朔县榕潭街兴坪古镇,3,错误
海盗村,https://you.ctrip.com/sight/xingancounty722/145652487.html?scene=online,桂林市兴安县志玲路桂林乐满地主题乐园内,错误,错误
中国东盟(桂林)农业旅游休闲观光风情园,https://you.ctrip.com/sight/guilin28/145652759.html?scene=online,广西壮族自治区桂林市临桂区中庸镇高田村委,错误,错误
巨蟒穿岩,https://you.ctrip.com/sight/xingancounty722/145653795.html?scene=online,华江瑶族乡龙塘江村18号老山界龙潭江景区,错误,错误
玉皇宫,https://you.ctrip.com/sight/guilin28/145657667.html?scene=online,广西壮族自治区桂林市象山区崇信路54号东60米,错误,错误
高空飞翔,https://you.ctrip.com/sight/xingancounty722/145658042.html?scene=online,桂林市兴安县志玲路桂林乐满地度假世界内,错误,错误
桂林鸡血玉展馆,https://you.ctrip.com/sight/guilin28/145659150.html?scene=online,桂林市七星区穿山小街55号穿山景区内,错误,错误
福满天,https://you.ctrip.com/sight/xingancounty722/145659299.html?scene=online,桂林市兴安县志玲路桂林乐满地主题乐园曼佗罗园内,错误,错误
月老阁,https://you.ctrip.com/sight/xingancounty722/145660020.html?scene=online,桂林市兴安县志玲路桂林乐满地主题乐园曼佗罗园内,错误,错误
湘桂驿馆,https://you.ctrip.com/sight/lingchuan3064/145660356.html?scene=online,大圩镇袁家村东漓古村,错误,错误
江东村文化室,https://you.ctrip.com/sight/guilin28/145660457.html?scene=online,桂林市秀峰区芦笛路桂林市机电职业技术学校(长海校区)西南侧约100米,错误,错误
广西师范大学生物多样性博物馆,https://you.ctrip.com/sight/guilin28/145660475.html?scene=online,桂林市雁山区雁山镇良丰路7号广西师范大学雁山校区伯康楼,错误,错误
迷宫栈桥,https://you.ctrip.com/sight/yangshuo702/145660492.html?scene=online,兴坪镇凤凰路1号三千漓中国山水人文度假区童梦园,错误,错误
西岭度假村,https://you.ctrip.com/sight/lingchuan3064/145662347.html?scene=online,广西壮族自治区桂林市灵川县西岭村,7,错误
河口12队文化室,https://you.ctrip.com/sight/xingancounty722/145662509.html?scene=online,广西壮族自治区桂林市兴安县G322(衡友线),错误,错误
风帆石,https://you.ctrip.com/sight/guilin28/145662538.html?scene=online,桂林市临桂区321国道旁义江缘景区内,错误,错误
红军洞,https://you.ctrip.com/sight/xingancounty722/145663680.html?scene=online,华江瑶族乡龙塘江村18号老山界龙潭江景区,错误,错误
福龙湾大酒店-会议厅,https://you.ctrip.com/sight/yongfu1445352/145667485.html?scene=online,广西壮族自治区桂林市永福县龙福路106号4楼,错误,错误
星际动漫,https://you.ctrip.com/sight/guilin28/145667504.html?scene=online,广西壮族自治区桂林市秀峰区解放东路14-2-6号f座,281,错误
庙门前村文化室,https://you.ctrip.com/sight/guilin28/145669005.html?scene=online,桂林市秀峰区芦笛路桂林和舍度假酒店东南侧约90米,错误,错误
福寿潭,https://you.ctrip.com/sight/yongfu1445352/145670027.html?scene=online,桂林市永福县罗锦镇金钟山旅游度假区内,错误,错误
李氏宗祠,https://you.ctrip.com/sight/lingchuan3064/145670121.html?scene=online,大圩镇袁家村东漓古村,错误,错误
侯山花海,https://you.ctrip.com/sight/guilin28/145670255.html?scene=online,中隐路信和信大中华养生谷西南侧约240米,错误,错误
水转筒车,https://you.ctrip.com/sight/yangshuo702/145670270.html?scene=online,桂林市阳朔县白沙镇五里店桂阳公路世外桃源内,23,错误
棕榈树大厅,https://you.ctrip.com/sight/guilin28/145670300.html?scene=online,桂林市雁山区草坪回族自治乡漓江景区漓江冠岩景区内,错误,错误
芒果国际影城(桂林城南万达广场店),https://you.ctrip.com/sight/guilin28/145670307.html?scene=online,花生唐购物中心三楼，西城南路1号,错误,错误
乡村学校少年宫,https://you.ctrip.com/sight/yangshuo702/145670333.html?scene=online,桂林市阳朔县朝板山中学,22,错误
南太平洋区,https://you.ctrip.com/sight/xingancounty722/145672007.html?scene=online,桂林市兴安县志玲路桂林乐满地主题乐园内,错误,错误
灵川县田南村清水钓场,https://you.ctrip.com/sight/lingchuan3064/145672288.html?scene=online,广西壮族自治区桂林市灵川县G72(泉南高速),错误,错误
筑梦装饰馆,https://you.ctrip.com/sight/guilin28/145677172.html?scene=online,广西壮族自治区桂林市象山区翠竹路2号蔚思大厦3楼,错误,错误
张家村傩文化展示馆,https://you.ctrip.com/sight/guilin28/145677178.html?scene=online,桂林市秀峰区桂林和舍度假酒店西南侧约190米,错误,错误
神龙谷青岚度假区-观景平台,https://you.ctrip.com/sight/guilin28/145677187.html?scene=online,草坪乡神龙谷青岚度假区,16,错误
龙卷风,https://you.ctrip.com/sight/xingancounty722/145677532.html?scene=online,桂林市兴安县志玲路桂林乐满地主题乐园内,错误,错误
五福村篮球场,https://you.ctrip.com/sight/guilin28/145677604.html?scene=online,桂林市叠彩区芳华路叠彩D3小区西北侧约50米,错误,错误
桂林佛保山生态旅游展示中心,https://you.ctrip.com/sight/xingancounty722/145678907.html?scene=online,广西壮族自治区桂林市兴安县志玲路468号2栋,错误,错误
沙漠雄鹰,https://you.ctrip.com/sight/xingancounty722/145679330.html?scene=online,广西壮族自治区桂林市兴安县志玲路桂林乐满地主题乐园美国西部区内,错误,错误
湿地樂园,https://you.ctrip.com/sight/guilin28/145679732.html?scene=online,广西壮族自治区桂林市临桂区,10,错误
万里长城,https://you.ctrip.com/sight/yongfu1445352/145679750.html?scene=online,桂林市永福县罗锦镇金钟山旅游度假区内,错误,错误
鼓楼,https://you.ctrip.com/sight/guilin28/145679921.html?scene=online,桂林市七星区七星路1号七星景区内,15,错误
依陌电竞(施家园店),https://you.ctrip.com/sight/guilin28/145679929.html?scene=online,广西壮族自治区桂林市七星区施家园路38-23号,错误,错误
甑皮岩遗址展示馆-售票处,https://you.ctrip.com/sight/guilin28/145679942.html?scene=online,甑皮岩路26号,错误,错误
桂林近代革命史展馆,https://you.ctrip.com/sight/guilin28/145679968.html?scene=online,广西壮族自治区桂林市雁山区雁山街319号,错误,错误
瑶族民风长廊,https://you.ctrip.com/sight/guilin28/145682060.html?scene=online,桂林市临桂区321国道旁义江缘景区内,错误,错误
雅阁养生堂,https://you.ctrip.com/sight/lingchuan3064/145682087.html?scene=online,桂林市灵川县滨江东路灵川县人民医院西南侧约170米,错误,错误
关帝庙,https://you.ctrip.com/sight/xingancounty722/145683143.html?scene=online,广西壮族自治区桂林市兴安县G241,5,错误
李家大院,https://you.ctrip.com/sight/lingchuan3064/145686927.html?scene=online,大圩镇袁家村东漓古村,错误,错误
海狮潭,https://you.ctrip.com/sight/yongfu1445352/145686939.html?scene=online,广西壮族自治区桂林市永福县金钟山旅游度假区内,错误,错误
官帽山永久墓,https://you.ctrip.com/sight/guilin28/145686984.html?scene=online,广西壮族自治区桂林市七星区金鸡路,错误,错误
白骨洞,https://you.ctrip.com/sight/guilin28/145686994.html?scene=online,桂林市雁山区,1,错误
桂林理工大学(雁山校区)-日本文化体验馆,https://you.ctrip.com/sight/guilin28/145687017.html?scene=online,广西壮族自治区桂林市雁山区雁山街319号桂林理工大学(雁山校区)4栋教学楼三楼,错误,错误
双环大圆环滑梯组,https://you.ctrip.com/sight/guilin28/145689526.html?scene=online,桂林市临桂区两江镇两江大道1008号(桂林两江国际机场旁)罗山湖水上乐园内,错误,错误
民俗体验中心,https://you.ctrip.com/sight/lingchuan3064/145689643.html?scene=online,大圩镇袁家村东漓古村,错误,错误
梦起点羽毛球馆,https://you.ctrip.com/sight/guilin28/145689732.html?scene=online,广西壮族自治区桂林市七星区东二环路西200米,错误,错误
小果芽儿童馆,https://you.ctrip.com/sight/guilin28/145689733.html?scene=online,漓东街道穿山东路彰泰天街1栋商场内三楼16号,错误,错误
南溪公园学府,https://you.ctrip.com/sight/guilin28/145689739.html?scene=online,中山南路15号,错误,错误
考古休闲坊,https://you.ctrip.com/sight/guilin28/145689740.html?scene=online,甑皮岩路26号甑皮岩国家考古遗址公园,错误,错误
金域香颂商务会所(中心广场店),https://you.ctrip.com/sight/guilin28/145689752.html?scene=online,广西壮族自治区桂林市秀峰区榕城路1号天籁巨幕影城3层,错误,错误
草坪风光,https://you.ctrip.com/sight/guilin28/145689762.html?scene=online,桂林市雁山区,16,错误
飞天巴士,https://you.ctrip.com/sight/xingancounty722/145691554.html?scene=online,桂林市兴安县志玲路桂林乐满地度假世界内,错误,错误
瑶王博物馆,https://you.ctrip.com/sight/guilin28/145691823.html?scene=online,桂林市临桂区321国道旁义江缘景区内,错误,错误
红心湖,https://you.ctrip.com/sight/guilin28/145691855.html?scene=online,中庸乡桂林红溪森林瀑布景区,错误,错误
盘根错节,https://you.ctrip.com/sight/xingancounty722/145692894.html?scene=online,华江瑶族乡龙塘江村18号老山界龙潭江景区,错误,错误
农耕化石,https://you.ctrip.com/sight/xingancounty722/145692902.html?scene=online,华江瑶族乡龙塘江村18号老山界龙潭江景区,错误,错误
北斗运动馆,https://you.ctrip.com/sight/guilin28/145696698.html?scene=online,广西壮族自治区桂林市叠彩区水塔路彰泰花千树-,错误,错误
渔猎雕塑,https://you.ctrip.com/sight/guilin28/145696705.html?scene=online,甑皮岩路26号甑皮岩国家考古遗址公园,错误,错误
莫家街文化室,https://you.ctrip.com/sight/guilin28/145696743.html?scene=online,广西壮族自治区桂林市秀峰区翠竹路44号,错误,错误
征联亭,https://you.ctrip.com/sight/guilin28/145697079.html?scene=online,桂林市临桂区321国道旁义江缘景区内,错误,错误
桂林周元将军纪念塔,https://you.ctrip.com/sight/guilin28/145698170.html?scene=online,桂林市象山区瓦窑路一巷银海社区西南侧约50米,错误,错误
体能乐园,https://you.ctrip.com/sight/guilin28/145699442.html?scene=online,桂林市七星区七星路1号七星公园内普陀山腹七星景区内,错误,错误
风雨桥,https://you.ctrip.com/sight/yangshuo702/145699463.html?scene=online,桂林市阳朔县白沙镇五里店桂阳公路世外桃源内,错误,错误
芦笛丛林穿梭-下站,https://you.ctrip.com/sight/guilin28/145699464.html?scene=online,广西省桂林市秀峰区芦笛路1号芦笛景区内,错误,错误
鲤鱼池,https://you.ctrip.com/sight/guilin28/145699478.html?scene=online,桂林市雁山区草坪回族自治乡漓江景区漓江冠岩景区内,错误,错误
桂林在水一汸汽车旅游营地,https://you.ctrip.com/sight/guilin28/145701622.html?scene=online,广西壮族自治区桂林市临桂区桂三高速鸡笼山林场宛田造林站东20米,错误,错误
迈克飞人少儿篮球俱乐部(桂林七星区馆),https://you.ctrip.com/sight/guilin28/145703016.html?scene=online,广西壮族自治区桂林市七星区七星路76-7号,错误,错误
神龙探头,https://you.ctrip.com/sight/guilin28/145703053.html?scene=online,桂林市雁山区草坪回族自治乡漓江景区漓江冠岩景区内,错误,错误
桂林融创旅游度假区烟雨府,https://you.ctrip.com/sight/guilin28/145703607.html?scene=online,广西壮族自治区桂林市七星区环城南一路132号烟雨府1栋1单元,错误,错误
糍粑岭,https://you.ctrip.com/sight/gongcheng1446252/145705676.html?scene=online,桂林市恭城瑶族自治县,1,错误
沙河水库,https://you.ctrip.com/sight/guilin28/145705712.html?scene=online,桂林市象山区沙河水库,17,错误
阳朔迪雅台球城,https://you.ctrip.com/sight/yangshuo702/145705732.html?scene=online,广西壮族自治区桂林市阳朔县莲峰巷68号,错误,错误
嗨皮儿童乐园(桂林万福广场店),https://you.ctrip.com/sight/guilin28/145705757.html?scene=online,广西壮族自治区桂林市象山区凯风路90号桂林万福广场B1,5,错误
鲨克游泳馆,https://you.ctrip.com/sight/guilin28/145705773.html?scene=online,桂林市象山区联达商场1001乐园,错误,错误
桂林电子科技大学(花江校区)-图书馆,https://you.ctrip.com/sight/lingchuan3064/145708107.html?scene=online,广西壮族自治区桂林市灵川县桂林电子科技大学花江校区,错误,错误
龙脊梯田风景名胜区-中禄寨,https://you.ctrip.com/sight/longsheng1445120/145708167.html?scene=online,桂林市龙胜各族自治县中禄寨,错误,错误
港岛网咖(飞龙店),https://you.ctrip.com/sight/lingchuan3064/145708533.html?scene=online,开发区七彩海伦堡市场二楼1-10号门面,错误,错误
松园度假村(148乡道),https://you.ctrip.com/sight/lingchuan3064/145708550.html?scene=online,广西壮族自治区桂林市灵川县漓江东路9号,错误,错误
山水在·半岛营地,https://you.ctrip.com/sight/guilin28/145710429.html?scene=online,桂林市秀峰区桃花江路肖家新村西侧约250米,错误,错误
天武跆拳道,https://you.ctrip.com/sight/guilin28/145710431.html?scene=online,广西壮族自治区桂林市临桂区金水路1号海澜之家2楼,错误,错误
金逸网络会所,https://you.ctrip.com/sight/lingchuan3064/145711224.html?scene=online,电子科技大学花江校区后街阳光广场,错误,错误
桂林市长空道场,https://you.ctrip.com/sight/guilin28/145715726.html?scene=online,电器研究所多惠超市二楼,错误,错误
盛峰球馆,https://you.ctrip.com/sight/guilin28/145715729.html?scene=online,桂林市象山区中山南路桂林交通大厦西侧约120米,1,错误
桂林三道羽毛球俱乐部,https://you.ctrip.com/sight/guilin28/145715736.html?scene=online,广西壮族自治区桂林市七星区穿山东路12号,错误,错误
雁山区文化馆,https://you.ctrip.com/sight/guilin28/145715775.html?scene=online,桂林市雁山区雁山街广西艺术学院(桂林校区)东北侧约100米,20,错误
青狮潭水源山庄,https://you.ctrip.com/sight/lingchuan3064/145718522.html?scene=online,广西壮族自治区桂林市灵川县X112,错误,错误
灵川电影院(灵北路店),https://you.ctrip.com/sight/lingchuan3064/145718537.html?scene=online,广西壮族自治区桂林市灵川县灵北路6号,错误,错误
盛利者台球俱乐部(航天路店),https://you.ctrip.com/sight/guilin28/145725666.html?scene=online,桂林市七星区东二环路汇东果蔬批发市场对面汇东家俱城2楼,错误,错误
新汇众·网络电竞俱乐部(吉米店),https://you.ctrip.com/sight/xingancounty722/145727922.html?scene=online,文化路文化新城国际公寓1单元1楼11号,错误,错误
803 CLUB·电玩社,https://you.ctrip.com/sight/guilin28/145730236.html?scene=online,环城西二路2号金辉广场1单元8楼803号,错误,错误
狮子岭,https://you.ctrip.com/sight/yongfu1445352/145756398.html?scene=online,桂林市永福县,错误,错误
闪电侠篮球俱乐部,https://you.ctrip.com/sight/guilin28/145756611.html?scene=online,广西壮族自治区桂林市临桂区临桂镇大律村,错误,错误
广西瑞文戴尔足球俱乐部,https://you.ctrip.com/sight/guilin28/145756623.html?scene=online,广西壮族自治区桂林市七星区毛塘路,错误,错误
猫爪星云(吾悦广场店),https://you.ctrip.com/sight/guilin28/145756675.html?scene=online,广西壮族自治区桂林市临桂区临桂大道9号桂林吾悦广场F4,1,错误
自在广场,https://you.ctrip.com/sight/yangshuo702/145756683.html?scene=online,兴坪镇凤凰路1号三千漓中国山水人文度假区,错误,错误
贝尔蹦床公园(叠彩万达广场店),https://you.ctrip.com/sight/guilin28/145758566.html?scene=online,广西壮族自治区桂林市叠彩区滨北路169号万达广场三楼3019室,错误,错误
贝世特运动馆,https://you.ctrip.com/sight/guilin28/145762886.html?scene=online,广西壮族自治区桂林市象山区环城西一路31号悠山郡菜市2楼,错误,错误
来力桌球俱乐部,https://you.ctrip.com/sight/yongfu1445352/145766395.html?scene=online,桂林市永福县长安街永福县苏桥汽车客运站北侧约60米,错误,错误
桂林市启跃少儿篮球俱乐部,https://you.ctrip.com/sight/guilin28/145766582.html?scene=online,广西壮族自治区桂林市象山区凯风路99号,错误,错误
台球麻将,https://you.ctrip.com/sight/guilin28/145766587.html?scene=online,桂林市秀峰区东安路世纪花园东南侧约30米,错误,错误
宫延楼热灸养生馆(德天广场店),https://you.ctrip.com/sight/guilin28/145766597.html?scene=online,广西壮族自治区桂林市象山区环城南二路101号德天广场,错误,错误
如心采耳文化生活馆,https://you.ctrip.com/sight/guilin28/145766607.html?scene=online,桂林市临桂区新龙路新龙中学南侧,错误,错误
名将台球俱乐部(客世界广场店),https://you.ctrip.com/sight/guilin28/145766798.html?scene=online,桂林市七星区漓江路19号桂林客世界广场B1,错误,错误
8洛克专业拳皇97游戏(桂林吾悦广场店),https://you.ctrip.com/sight/guilin28/145772907.html?scene=online,广西壮族自治区桂林市临桂区临桂大道9号桂林吾悦广场F2,错误,错误
桂林星耀乔氏台球俱乐部(金水路店),https://you.ctrip.com/sight/guilin28/145772909.html?scene=online,广西壮族自治区桂林市临桂区金水路29-1号保利花园1栋1层6号,错误,错误
桂林永盛鳄鱼山庄,https://you.ctrip.com/sight/guilin28/145776391.html?scene=online,广西壮族自治区桂林市临桂区万福路沉桥村口,错误,错误
古屋农家,https://you.ctrip.com/sight/yongfu1445352/145776430.html?scene=online,桂林市永福县金钟山景区,39,错误
名悦会所按摩,https://you.ctrip.com/sight/guilin28/145776610.html?scene=online,桂林市秀峰区红岭路威达北生活区西侧约50米（桂响饭店五楼）,错误,错误
广西桂林商贸旅游技工学校篮球场,https://you.ctrip.com/sight/guilin28/145776612.html?scene=online,桂林市象山区相人山路桂林商贸旅游技工学校西北侧,错误,错误
桂林攻守道MMA拳馆(彰泰天街店),https://you.ctrip.com/sight/guilin28/145776622.html?scene=online,桂林市七星区兴旺路彰泰天街,错误,错误
桂林旅游学院(雁山校区)-徐霞客广场,https://you.ctrip.com/sight/guilin28/145776630.html?scene=online,广西壮族自治区桂林市雁山区良丰路26号桂林旅游学院(雁山校区)产教综合实验楼前,错误,错误
广西师范大学附属外国语学校-体育馆,https://you.ctrip.com/sight/guilin28/145782903.html?scene=online,广西壮族自治区桂林市七星区育才路20号,1,错误
逍遥休闲中心,https://you.ctrip.com/sight/lingchuan3064/145783404.html?scene=online,桂林市灵川县灵川大道广西桂林水文工程地质勘察院八里街小区东南侧约90米,错误,错误
UU台球俱乐部,https://you.ctrip.com/sight/guilin28/145784824.html?scene=online,桂林市秀峰区东安路天宫创业大厦,错误,错误
L.KD盛世台球旗舰店,https://you.ctrip.com/sight/guilin28/145784848.html?scene=online,广西壮族自治区桂林市七星区桂林恒昌大酒店(东二环路东),错误,错误
乔森台球俱乐部,https://you.ctrip.com/sight/guilin28/145785636.html?scene=online,广西壮族自治区桂林市七星区环城南一路9号,错误,错误
嘉会桌球室,https://you.ctrip.com/sight/gongcheng1446252/145786439.html?scene=online,桂林市恭城瑶族自治县X160广西壮族自治区恭城瑶族自治县农村商业银行(加会支行)西侧,错误,错误
